label,cell_type,mean_attention,sem,count
"Retrosplenial area, dorsal part",L6 CT,0.0290761772983,0.000168040914434,13709
Anteromedial visual area,L4/5 IT,0.0290694705583,0.00048564102802,2359
"Primary somatosensory area, barrel field",COA,0.0290115674337,0.00236565596951,24
Primary auditory area,L5 ET,0.028970983892,0.000167086870024,11876
"Retrosplenial area, dorsal part",L4/5 IT,0.0289605576709,0.000609037543235,1475
Anteromedial visual area,PIR UL,0.0289256355979,0.00253573777361,22
Ectorhinal area,RSP/ACA ML,0.0288470380686,0.00105080705757,176
"Retrosplenial area, lateral agranular part",RSP/ACA ML,0.0288307156079,0.000180094981072,18570
"Retrosplenial area, dorsal part",L2/3 IT,0.028788598928,0.000531922468007,1316
Anterolateral visual area,ENT L6b,0.0287508964539,0.00348130854965,11
"Retrosplenial area, lateral agranular part",L5 ET,0.0287433429833,0.000244896310853,16948
Posterior auditory area,LA,0.0287219010867,0.00375939382161,13
Ventral auditory area,L5 ET,0.0285724514079,0.000156539923639,8051
Anteromedial visual area,L6 IT,0.0285052421673,0.000802976926597,1086
"Anterior cingulate area, ventral part",ENT ML,0.0284344355265,0.00120928417637,3
Postrhinal area,PIR UL,0.0283855749415,0.000688440060157,539
Anterolateral visual area,AON,0.028346513447,0.00232823241078,76
Primary visual area,RSP/ACA UL,0.028326702547,0.000654631701738,1139
"Retrosplenial area, dorsal part",L5 IT,0.0283102430441,0.0004443148608,991
Anterolateral visual area,HIP CA1,0.0282955169678,0.0,1
"Retrosplenial area, ventral part",ENT UL,0.0281813144684,0.00093680787518,8
"Agranular insular area, posterior part",L6b/CT,0.0281049415872,0.0023141008619,74
Ventral auditory area,L5 IT,0.0280653034684,0.000243684724599,4312
Posterolateral visual area,Low quality,0.0280237006017,0.00031243024015,3989
Supplemental somatosensory area,Car3,0.0278068178079,0.000853949380825,440
Posterolateral visual area,NA,0.027805758455,0.000136189912298,22980
Temporal association areas,COA,0.0277466101872,0.00104790903709,572
Ectorhinal area,BLAa,0.0276960859766,0.000841987482426,143
Anterolateral visual area,Unclear,0.0276960293266,0.00385460201966,107
Laterointermediate area,ENT L6b,0.0276611646016,0.00257283089946,6
Ectorhinal area,LA,0.0276518849766,0.00131468177367,119
"Retrosplenial area, dorsal part",NP,0.0276242679274,0.000162578925547,12596
Primary auditory area,L6 CT,0.0275063863767,0.000133384543065,23423
Lateral visual area,RSP/ACA ML,0.0274605506506,0.00210116919925,78
"Primary somatosensory area, upper limb",L6 CT,0.0274209976196,0.000926494598389,3
Primary visual area,Low quality,0.0274193772278,0.000126528824467,34180
"Anterior cingulate area, ventral part",COA,0.0274133682251,0.0,1
"Primary somatosensory area, trunk",L6 IT,0.0274016743197,0.00367425528631,34
"Retrosplenial area, lateral agranular part",L2/3 IT,0.0273901383892,0.000154239664336,15395
"Agranular insular area, posterior part",ENT DL,0.027379989624,0.000710314959943,8
Anteromedial visual area,Car3,0.0273662871785,0.00251496641327,18
Lateral visual area,AON,0.0273491608469,0.00149752954427,190
Anterolateral visual area,Car3,0.0273465995764,0.000483493772559,2739
Dorsal auditory area,ENT ML,0.027321585341,0.000921274123871,173
"Retrosplenial area, lateral agranular part",L6 CT,0.0272953514882,0.000152297761168,20938
"Retrosplenial area, ventral part",PG,0.0272667855024,0.00119435718178,32
Temporal association areas,RSP/ACA UL,0.0272406895955,0.00127135092688,75
Anterior area,ENT ML,0.0270971911294,0.00279193588114,21
Posterolateral visual area,NP,0.0270749589992,0.000387488028332,1778
Anterolateral visual area,PIR UL,0.0269820265239,0.00244205901019,128
Perirhinal area,L6 IT,0.0269338297844,0.000965438936621,75
Dorsal auditory area,L6 CT,0.0269285469481,0.000243866999536,8319
"Anterior cingulate area, ventral part",L2/3 IT,0.0269277493159,0.00431224484434,12
"Retrosplenial area, ventral part",L4/5 IT,0.0269219598968,0.000763078040097,289
Perirhinal area,L4/5 IT,0.0269172723387,0.000991160187819,306
"Retrosplenial area, lateral agranular part",L4/5 IT,0.0269149204104,0.000186761445323,10641
"Retrosplenial area, dorsal part",COA,0.0269016265869,0.000441508399215,5
"Anterior cingulate area, ventral part",L6 CT,0.0267469666221,0.00172080640066,22
Anterolateral visual area,PPP,0.0267389218012,0.00289805223399,3
Dorsal auditory area,PIR UL,0.0266812249486,0.00103384631268,112
Postrhinal area,L5 ET,0.0265239879253,0.000174482865201,7517
"Retrosplenial area, ventral part",NA,0.0264845169878,7.97610942691e-05,33087
"Retrosplenial area, dorsal part",HIP CA3,0.0264437535535,0.00116678879178,46
"Agranular insular area, posterior part",Car3,0.0264073197658,0.00128204927689,52
Lateral visual area,Car3,0.026314091186,0.000346491868134,4719
Ectorhinal area,EPd,0.0263089905829,0.00052509042946,1121
Primary visual area,NP PPP/RSP,0.0262496268305,0.000775043138274,697
Posterolateral visual area,L5 ET,0.0260781423132,0.000162632666525,8267
"Retrosplenial area, lateral agranular part",EPd,0.0259844329219,0.000902154273475,329
"Retrosplenial area, ventral part",Unclear,0.0258365583991,0.000503976365091,501
Rostrolateral visual area,L5 ET,0.0257649178008,0.000353429684755,3678
Anterolateral visual area,L6 CT,0.0257536002545,0.000200045794748,14534
"Retrosplenial area, ventral part",NP,0.0255932915565,0.00012623136027,9729
"Primary somatosensory area, unassigned",L6 CT,0.0255664587021,0.00269884552742,16
Primary visual area,NA,0.0255325286514,6.9411782708e-05,159761
posteromedial visual area,HIP CA1,0.0255228161812,0.00162023609786,20
"Retrosplenial area, dorsal part",L6b,0.0254931222591,0.00067313519992,729
Temporal association areas,HIP CA1,0.0253339223187,0.00140274373145,99
Anterolateral visual area,RSP/ACA ML,0.0253014577063,0.000810178025336,95
"Primary somatosensory area, barrel field",L6b,0.0252425195677,0.00155917244839,331
Gustatory areas,L5 ET,0.0252306938171,0.00842569907755,5
Ventral auditory area,Unclear,0.025116129355,0.00133983132603,110
Posterior auditory area,L5 ET,0.0250174276492,0.00034489613884,3239
Posterolateral visual area,RSP/ACA UL,0.0250169453307,0.000357451606556,972
Temporal association areas,LA,0.024901067229,0.000633161835584,422
Primary visual area,L5 ET,0.0248880552419,9.2754857409e-05,47422
Rostrolateral visual area,L6 CT,0.0248472078748,0.000238798107965,7447
Posterolateral visual area,BLA/BMA/PA,0.0248395039847,0.00145405491719,152
"Retrosplenial area, ventral part",L5 IT,0.0247616301412,0.0013180740955,138
Supplemental somatosensory area,L6 CT,0.0247322575077,0.000524753501579,1674
Perirhinal area,COA,0.0247040205988,0.000990811154516,29
Posterior auditory area,L6 CT,0.0246935660454,0.00030640494767,4522
"Retrosplenial area, lateral agranular part",L6 IT,0.024681084165,0.000148735479864,14026
Temporal association areas,NP PPP/RSP,0.0245801144176,0.00310535255235,36
Anterior area,Low quality,0.0245396296183,0.0110620657603,3
Temporal association areas,Low quality,0.0245235471226,0.00107623512961,687
Ectorhinal area,Unclear,0.0244995416221,0.00138757338797,59
"Retrosplenial area, ventral part",L2/3 IT,0.0244724992393,0.00107104222072,69
Posterolateral visual area,TR,0.0244673038205,0.000616446690041,282
Posterolateral visual area,COA,0.0244648474635,0.000650381467582,132
Laterointermediate area,ENT ML,0.0244643283891,0.00214818633104,143
Anteromedial visual area,Low quality,0.0244613656631,0.00140008261108,26
Postrhinal area,HIP SUB,0.0243977604533,0.00100772396792,169
Ectorhinal area,L6 CT,0.0243713317541,0.00109706253529,237
Primary visual area,BLAa,0.0243624770964,0.000764603214144,74
"Retrosplenial area, ventral part",BLA/BMA/PA,0.0241500607559,0.000929224819846,56
"Primary somatosensory area, barrel field",L6 CT,0.0241395492367,0.000495598373163,2236
"Primary somatosensory area, unassigned",L5 IT,0.024102640152,0.00226211375402,20
Anterolateral visual area,RSP/ACA UL,0.024076480514,0.00202796912426,78
Dorsal auditory area,Car3,0.0240701055766,0.000366276071006,2346
Gustatory areas,NA,0.0240110434019,0.0129306029437,13
Primary visual area,TR,0.0238808095455,0.00316401283281,8
"Retrosplenial area, dorsal part",ENT UL,0.023801354801,0.000959870768378,17
Supplemental somatosensory area,EPd,0.0237967781723,0.00286104092516,32
Posterior auditory area,RSP/ACA ML,0.0237948894501,4.52995300293e-06,2
"Retrosplenial area, ventral part",ENT DL,0.0237849174984,0.00071985216548,63
Perirhinal area,PPP,0.0237702443486,0.000975130639599,168
Supplemental somatosensory area,ENT L6b,0.0237636089325,0.00171975696641,5
Temporal association areas,BLAa,0.0237571495645,0.000952726891978,188
"Retrosplenial area, lateral agranular part",HIP SUB,0.0237479481781,0.00163865332639,114
Anterior area,RSP/ACA UL,0.023696404237,0.00386949415759,13
posteromedial visual area,L6 CT,0.0236608218241,0.000156741888545,16482
Postrhinal area,RSP/ACA UL,0.0236601738181,0.000785836995509,261
Anteromedial visual area,Unclear,0.0236281818814,0.0107474049861,9
posteromedial visual area,NP,0.0236165345237,0.000442734539786,3084
Lateral visual area,RSP/ACA UL,0.0235956602228,0.00167047301973,191
Anterolateral visual area,HIP CA3,0.023579955101,0.00145779324194,4
Rostrolateral visual area,L6b/CT,0.0235255672488,0.000969303368197,43
Dorsal auditory area,L6b,0.0235183017198,0.000647836503957,1032
Laterointermediate area,L5 ET,0.0234629858681,0.000302591815138,3406
Ectorhinal area,TR,0.0232781033659,0.000454756636843,466
"Retrosplenial area, dorsal part",TT,0.0232767955117,0.00077882312557,23
Ventral auditory area,DGpo,0.0232445913203,0.000650519624649,17
Supplemental somatosensory area,L6b,0.0231863164414,0.00207148692649,171
Rostrolateral visual area,L6b,0.0231022453936,0.000474349971237,968
Posterolateral visual area,HIP CA1,0.0230152737804,0.00223766853368,82
Rostrolateral visual area,LA,0.0230088829994,0.00149934716214,4
Anterior area,NA,0.0229241428725,0.00109034498111,703
Lateral visual area,PPP,0.0229106800897,0.00639233929478,7
"Primary somatosensory area, barrel field",L5 ET,0.0229063590589,0.000576898707336,1301
Temporal association areas,L5 ET,0.0228717649376,0.000117100323652,13822
Anterolateral visual area,L5 ET,0.0228645928789,0.000283537148139,6863
Supplemental somatosensory area,L5 ET,0.0227797322109,0.000931142950205,611
Perirhinal area,TR,0.0227675594782,0.000554396589295,95
"Primary somatosensory area, trunk",L6 CT,0.0227618498364,0.0012949080143,87
"Retrosplenial area, dorsal part",PG,0.0227074874075,0.000914340171394,114
Primary auditory area,Car3,0.0226896639904,0.00013704472308,11003
"Retrosplenial area, dorsal part",Unclear,0.0226583016546,0.00176527046348,95
Laterointermediate area,PIR UL,0.0226516373017,0.00286247665261,102
"Retrosplenial area, dorsal part",Car3,0.0225720025342,0.000879353562581,116
Laterointermediate area,COA,0.0225675582886,0.000925366848628,10
Temporal association areas,HIP SUB,0.0225298273563,0.00133477116274,100
Dorsal auditory area,L5 ET,0.0224584953094,0.000321073817794,3763
Anteromedial visual area,BLA/BMA/PA,0.0224251449108,0.000321778728736,16
"Retrosplenial area, dorsal part",L6 IT,0.0223398698803,0.00014807249692,8029
Perirhinal area,HIP SUB,0.0223306359314,0.00115833892446,41
Lateral visual area,L5 ET,0.0222941211538,0.000218002881541,9942
Laterointermediate area,BLA/BMA/PA,0.02228418986,0.00142439452535,3
Perirhinal area,AON,0.0222799272248,0.000660360911881,33
Postrhinal area,COA,0.0222456731766,0.000748153874518,319
Anterolateral visual area,LA,0.0221920013428,0.0,1
"Retrosplenial area, lateral agranular part",PG,0.0221877874675,0.00115092551648,241
Primary auditory area,PIR UL,0.0221662239714,0.00108669671418,182
Anteromedial visual area,L6b/CT,0.0221589141422,0.00156503754388,9
Anterior area,Car3,0.0220090150833,0.00348861255232,10
posteromedial visual area,L5 ET,0.0219851922408,0.000219039784928,7863
"Primary somatosensory area, barrel field",RSP/ACA ML,0.0218507732664,0.00143704121358,21
Postrhinal area,TR,0.0217778836622,0.000918841641791,304
posteromedial visual area,PG,0.0215445311015,0.00156572174628,131
Primary visual area,PG,0.0214942383301,0.00047501538564,1170
Temporal association areas,ENT UL,0.0214886483939,0.000976929106649,46
Primary visual area,AON,0.0213787773114,0.00100021703389,281
"Retrosplenial area, lateral agranular part",DGgc,0.0213434398174,0.000949980569616,28
Posterior auditory area,Car3,0.0210571840296,0.000525496027542,951
Ectorhinal area,DGpo,0.021054656882,0.000341365060798,38
Primary auditory area,Low quality,0.021052742032,0.000815943612622,432
Supplemental somatosensory area,COA,0.021049618721,0.00577382247419,4
Lateral visual area,Low quality,0.0210070315513,0.000382868614771,2701
Posterolateral visual area,LA,0.0209870114923,0.000502605777382,160
Anterolateral visual area,Low quality,0.0209259307225,0.000494905375975,1531
Temporal association areas,BLA/BMA/PA,0.0208148095343,0.00061388059373,144
Primary visual area,NP,0.0207636999665,0.000140794775398,15606
"Retrosplenial area, lateral agranular part",TT,0.0206480727476,0.00113904402039,17
Temporal association areas,HIP CA3,0.0206305799277,0.00212263901318,46
Ectorhinal area,Low quality,0.0205898206207,0.000523993199522,1242
Gustatory areas,L6b,0.0205326875051,0.000764721293872,3
Ectorhinal area,BA,0.0204865382268,0.000515826840744,52
Anterolateral visual area,NP PPP/RSP,0.020481956218,0.00120378120254,140
Primary auditory area,LA,0.0204402300028,0.00108991179281,26
Supplemental somatosensory area,RSP/ACA UL,0.0204335980945,0.00160593620545,9
Ventral auditory area,Low quality,0.0202899402586,0.00121517287631,290
"Retrosplenial area, lateral agranular part",AON,0.0201781749725,0.00475039778815,5
"Primary somatosensory area, trunk",ENT ML,0.0201367735863,0.00138596587042,6
Perirhinal area,L6 CT,0.0201344490051,0.00119748254561,3
"Primary somatosensory area, barrel field",HIP CA3,0.0199601385329,0.00151883833528,9
Ectorhinal area,HIP SUB,0.0198459797435,0.000971057255133,90
Postrhinal area,Low quality,0.0198128459415,0.000551445262311,824
"Retrosplenial area, lateral agranular part",COA,0.0197961828925,0.00118156635355,55
Anteromedial visual area,L5 ET,0.0197602781861,0.000466242837369,1075
Postrhinal area,NP,0.0197150043353,0.000297061258984,2517
Lateral visual area,NA,0.019610714405,0.000115170924611,39005
Ectorhinal area,L5 ET,0.0194743578925,0.000220978837117,2040
Ventral auditory area,AON,0.0194263458252,0.0118857810524,3
Lateral visual area,PG,0.0193756729364,0.00138667444543,170
Laterointermediate area,Car3,0.0193484875868,0.000480980354556,1722
Postrhinal area,Unclear,0.0192980812975,0.00220088675195,83
Rostrolateral visual area,PIR UL,0.0192240612938,0.00187931696785,94
Dorsal auditory area,PG,0.0191134679115,0.000974707954073,59
Perirhinal area,PG,0.0190397067503,0.00260998287092,11
Dorsal auditory area,ENT L6b,0.0188635455237,0.00164361652471,9
Dorsal auditory area,PPP,0.0188053978814,0.000976966758929,18
Anterolateral visual area,TR,0.0187423393644,0.00045881347342,29
Laterointermediate area,TR,0.0187388658524,0.00786960124969,2
Secondary motor area,NP,0.0186970763736,0.00367285779081,9
Perirhinal area,Car3,0.0186658876914,0.000776342758695,54
Anteromedial visual area,L6 CT,0.0186433870771,0.000396218100135,1777
Anterior area,PIR UL,0.018571694692,0.0005090488911,3
Postrhinal area,LA,0.0184303638982,0.000519266197907,153
Secondary motor area,L6 CT,0.0184297433921,0.00465629106983,14
Primary auditory area,PPP,0.0184250076612,0.000782004889403,12
Dorsal auditory area,Unclear,0.0182199554608,0.00108169778893,124
Rostrolateral visual area,Low quality,0.0182164604847,0.00100673876744,260
Primary auditory area,RSP/ACA UL,0.018186148369,0.000871843678543,66
"Retrosplenial area, ventral part",PIR UL,0.0181681620769,0.000503389725479,78
Anterior area,L6 CT,0.0181049810088,0.000743026834058,449
"Primary somatosensory area, trunk",COA,0.018056333065,0.000358641147614,2
"Agranular insular area, posterior part",NA,0.0180351658232,0.00165793698438,157
Ventral auditory area,HIP SUB,0.0179873108864,0.00214848223757,24
Lateral visual area,LA,0.0178598761559,0.00178920007576,8
Temporal association areas,Unclear,0.0178170108795,0.000600408811864,50
Laterointermediate area,LA,0.0177703132996,0.00123161378167,26
Secondary motor area,NA,0.0177354911963,0.00471293112382,24
Anterior area,L5 ET,0.0176754973497,0.00149456987971,157
Secondary motor area,L6 IT,0.017579048872,0.00286594572145,8
Perirhinal area,BLA/BMA/PA,0.0174671294642,0.000588417642443,51
Laterointermediate area,RSP/ACA ML,0.0174052317937,0.00204497146611,12
Lateral visual area,ENT UL,0.0173929929733,0.00123925560745,12
"Primary somatosensory area, unassigned",NA,0.0173073155539,0.000685715994257,28
"Agranular insular area, posterior part",L5 ET,0.017190715541,0.00107067293134,23
Ventral auditory area,NA,0.0171348472097,8.42576144796e-05,22071
Postrhinal area,NA,0.0171325078889,8.56254253219e-05,30515
Primary auditory area,RSP/ACA ML,0.0171114683151,0.000580166219425,20
Gustatory areas,NP,0.017067193985,0.0109651088715,2
Ventral auditory area,COA,0.0170344162819,0.00105718274062,86
"Primary somatosensory area, barrel field",DGpo,0.0166708628337,0.000889446559967,15
Primary auditory area,NA,0.016618207043,7.65243659612e-05,45004
Posterior auditory area,COA,0.0166064397148,0.00084890845264,23
"Agranular insular area, posterior part",EPd,0.0165967941284,0.0,1
Ventral auditory area,PG,0.0165463532171,0.000725844040699,31
Temporal association areas,NA,0.0165412021692,7.59583311506e-05,38127
posteromedial visual area,DGgc,0.0165317058563,0.0025448307192,5
Temporal association areas,RSP/ACA ML,0.0165301644892,0.000557968613264,132
Lateral visual area,NP,0.0164614845024,0.000273775411621,3217
Postrhinal area,PG,0.0163858912208,0.00103366419927,99
Rostrolateral visual area,NA,0.0163760630607,0.000166771255553,14680
"Primary somatosensory area, trunk",NA,0.0163111866072,0.00209906064252,54
Postrhinal area,BLA/BMA/PA,0.016175433081,0.000714089564541,49
Posterior auditory area,PIR UL,0.0161263942719,0.00247586700997,31
"Primary somatosensory area, barrel field",NA,0.0160366840945,0.000341101842481,4952
Anterolateral visual area,ENT UL,0.0160324255625,0.000672229369843,15
Posterior auditory area,PG,0.0160200517133,0.00142738762974,53
Laterointermediate area,NA,0.0159338902336,0.000188991151896,10683
Ectorhinal area,PPP,0.0159322733332,0.000671665126097,157
Temporal association areas,BA,0.0158467292786,0.0,1
Perirhinal area,Low quality,0.0157683836479,0.00139980155104,102
Ventral auditory area,ENT UL,0.0156890551249,0.000448168214995,3
Anterolateral visual area,NA,0.0156527926477,0.000144145197942,23925
posteromedial visual area,HIP CA3,0.0155309769842,0.000545435137566,36
Posterior auditory area,RSP/ACA UL,0.0154972991773,0.00285977024664,14
Ectorhinal area,NA,0.015465904478,9.25002859302e-05,19968
Anterolateral visual area,DGpo,0.015465259552,0.0011157989502,3
Ventral auditory area,NP,0.0154429262985,0.000221372895221,2534
"Primary somatosensory area, barrel field",NP PPP/RSP,0.0154337882996,0.00267672931202,30
Perirhinal area,NA,0.0153944608841,0.000151689784089,5051
Supplemental somatosensory area,DGpo,0.0153941313426,0.000783457167897,3
Temporal association areas,TT,0.015285484931,0.000751120957453,34
Supplemental somatosensory area,RSP/ACA ML,0.0152761638165,0.00807359451947,4
"Primary somatosensory area, barrel field",PIR UL,0.0152753889561,0.00226104902281,14
Primary visual area,HIP CA1,0.0152401361201,0.000763470234646,72
Lateral visual area,COA,0.015131418705,0.000978815140663,75
"Primary somatosensory area, unassigned",PG,0.0151059627533,0.0,4
Primary visual area,HIP CA3,0.0150260943633,0.000471420886709,130
Primary auditory area,PG,0.014888121493,0.000433208186158,327
Primary visual area,DGgc,0.0148270803949,0.000449903234718,46
Ectorhinal area,HIP CA3,0.0147285044193,0.000533497828574,40
Lateral visual area,HIP CA3,0.0146815379461,0.00282405148687,12
Dorsal auditory area,BLA/BMA/PA,0.0146500468254,0.00901013612747,2
Posterior auditory area,NA,0.014649774634,0.000190913959618,10498
Primary auditory area,COA,0.0145812630653,0.000779591005819,14
Rostrolateral visual area,NP PPP/RSP,0.0145759467895,0.00213053193038,26
"Primary somatosensory area, barrel field",L6b/CT,0.0144820383617,0.00760699543589,7
Anteromedial visual area,NP,0.0143722420598,0.00058990713693,376
Ectorhinal area,NP,0.0142023112925,0.000314261991072,696
Anterior area,RSP/ACA ML,0.0141405661901,0.00256403652732,15
Perirhinal area,HIP CA3,0.014083366645,0.000340550733013,38
Gustatory areas,L5 IT,0.0139241814613,0.00588029623032,2
Perirhinal area,RSP/ACA ML,0.0138700485229,0.000971766506332,25
Lateral visual area,DGpo,0.0138471126556,0.0,1
Ventral auditory area,RSP/ACA ML,0.0137917862998,0.000516608077574,18
"Primary somatosensory area, upper limb",NA,0.0137761309743,0.00267042943338,21
Primary auditory area,NP,0.0137025609386,0.000130124033088,4894
Posterolateral visual area,DGpo,0.0136671066284,0.000555511786503,27
Anterior area,Unclear,0.0134701728821,0.0,1
"Retrosplenial area, dorsal part",HIP CA1,0.0133819580078,0.0,1
Laterointermediate area,Low quality,0.0133718106014,0.000825015012831,262
Ectorhinal area,TT,0.013304913044,0.00136818096812,75
Dorsal auditory area,RSP/ACA ML,0.0132910013199,0.000608563423157,2
Ectorhinal area,PG,0.0132740970988,0.000774125678524,104
Posterior auditory area,Low quality,0.0131645020984,0.00101643516806,105
Anteromedial visual area,PG,0.0131556987762,0.0,1
"Primary somatosensory area, trunk",L6b,0.0131328105927,0.00353599056525,13
"Primary somatosensory area, trunk",L5 ET,0.0130143072456,0.00371822867382,8
posteromedial visual area,DGpo,0.0129312447139,0.00112282908629,14
"Primary somatosensory area, barrel field",Low quality,0.0128633524629,0.00167554559288,69
Dorsal auditory area,NA,0.0128138856367,0.000133968863244,18559
Anterior area,NP,0.0128074897719,0.00101676707117,112
Supplemental somatosensory area,NA,0.0127765567007,0.00039952127901,2174
Laterointermediate area,NP,0.0126513780438,0.000353580449491,1064
"Retrosplenial area, lateral agranular part",DGpo,0.0126407059228,0.000545558360599,82
Ventral auditory area,BLAa,0.0125834941864,0.000595277773801,6
Temporal association areas,PG,0.0122785626546,0.000811281990327,92
Anterolateral visual area,COA,0.0122091770172,0.0,2
Anterolateral visual area,NP,0.0122070699564,0.000300958259581,2927
Perirhinal area,Unclear,0.0122051937827,0.00042722844477,29
Rostrolateral visual area,NP,0.0120229237297,0.000266824893557,1517
Temporal association areas,NP,0.0119715151416,0.000135079289769,3856
Rostrolateral visual area,RSP/ACA ML,0.0118890019024,0.00100176811275,34
Anteromedial visual area,NP PPP/RSP,0.0115822288725,0.000463154646911,9
Rostrolateral visual area,HIP CA3,0.0115655291648,0.000830843226643,21
Dorsal auditory area,COA,0.0115640861647,0.000545533348551,35
Temporal association areas,PPP,0.0114884034022,0.000506695420615,134
Anterior area,ENT DL,0.0114192008972,0.000898969466115,5
Primary auditory area,NP PPP/RSP,0.0113220380955,0.000861453992356,61
Perirhinal area,L5 ET,0.01107453648,0.00144024940194,64
Anterior area,PG,0.0108215411504,0.00258280838354,3
Rostrolateral visual area,TT,0.0107073187828,0.000232517719269,2
"Primary somatosensory area, barrel field",NP,0.0106179623868,0.000436781749045,546
"Agranular insular area, posterior part",NP,0.0105960965157,0.0021640286107,10
Rostrolateral visual area,PG,0.0105576681015,0.000594861419378,133
Temporal association areas,AON,0.0103805135278,0.00111547554058,17
Gustatory areas,L6 CT,0.0103200475375,0.00183336843257,6
Posterior auditory area,NP,0.010032042545,0.000381714306912,1014
Laterointermediate area,BLAa,0.00996017456055,0.00145755176074,4
Ventral auditory area,PPP,0.00995340026342,0.00108905579957,26
posteromedial visual area,COA,0.00957503914833,0.000953676376955,4
Ventral auditory area,NP PPP/RSP,0.00930561621984,0.000375474055294,36
Dorsal auditory area,NP,0.00895259487426,0.000236569278801,1706
"Primary somatosensory area, barrel field",PPP,0.00894105434418,0.0,1
Primary visual area,TT,0.00877441366514,0.000294394632727,30
Gustatory areas,Car3,0.00857293605804,0.0,1
Rostrolateral visual area,Unclear,0.00849631789959,0.000542744425147,66
Dorsal auditory area,NP PPP/RSP,0.00841055313746,0.00183638381528,9
Dorsal auditory area,Low quality,0.00835081628741,0.00211620933275,73
"Retrosplenial area, lateral agranular part",HIP CA1,0.00834616273642,0.000590990855765,48
Laterointermediate area,PPP,0.00800728797913,0.0,1
Postrhinal area,DGpo,0.00771361589432,0.00035713535111,10
Dorsal auditory area,RSP/ACA UL,0.00725566943487,0.000309211689886,60
Anterolateral visual area,PG,0.00694751765417,0.000597501203204,115
Secondary motor area,PG,0.00689421097438,0.000655643671107,3
"Primary somatosensory area, upper limb",NP,0.00664314627647,0.00107026250116,8
Secondary motor area,L5 ET,0.00647248824437,0.000751411165944,3
Supplemental somatosensory area,NP,0.00638029070028,0.000383106085669,271
Perirhinal area,NP,0.0062485486269,0.000722007863501,4
Laterointermediate area,PG,0.00611728312922,0.000662085782816,51
Lateral visual area,DGgc,0.00578252805604,0.000651391050068,9
Supplemental somatosensory area,PIR UL,0.00576052069664,0.00110128521919,2
"Primary somatosensory area, barrel field",Unclear,0.0056964866817,0.00123184889983,20
Primary auditory area,DGgc,0.00547679987821,0.00022351892635,11
Supplemental somatosensory area,ENT DL,0.00451223464573,0.000381072316838,17
"Primary somatosensory area, upper limb",ENT DL,0.00412493944168,0.0,1
"Primary somatosensory area, trunk",NP,0.00404014686743,0.000735374166986,12
Laterointermediate area,DGgc,0.00390159396025,0.000224814992869,13
Supplemental somatosensory area,Unclear,0.00327268987894,0.00227606691853,4
Supplemental somatosensory area,NP PPP/RSP,0.00274410347144,0.000301047020168,12
